anchor,positive
"ἱστορεῖ τοίνυν αὖθις κατὰ τὸν ἀρτίως δεδηλωμένον αὐτοῦ λόγον αὐτὰ δὴ ταῦτα κατὰ λέξιν· «Φάδου δὲ τῆς Ἰουδαίας ἐπιτροπεύοντος, γόης τις ἀνήρ, Θευδᾶς ὀνόματι, πείθει τὸν πλεῖστον ὄχλον ἀναλαβόντα τὰς κτήσεις ἕπεσθαι πρὸς τὸν Ἰορδάνην ποταμὸν αὐτῷ· προφήτης γὰρ ἔλεγεν εἶναι, καὶ προστάγματι τὸν ποταμὸν σχίσας δίοδον ἔφη παρέξειν αὐτοῖς ῥᾳδίαν, καὶ ταῦτα λέγων πολλοὺς ἠπάτησεν.","ἱστορεῖ δὲ πάλιν· «ἐπὶ Φάδου τῆς Ἰουδαίας ἐπιτρόπου, γόης τις Θευδᾶς ὄνομα, πολλοὺς ἔπεισεν ἕπεσθαι αὐτῷ πρὸς τὸν Ἰορδάνην, ἐπαγγελλόμενος τὸν ποταμὸν σχίσειν.»"
"δέομαι, σπεύσατε, καί με θᾶττον ἀπολύσατε, τῶν πρεσβυτέρων μοί τινα κάλεσον».","«σπεύσατε», ἔφη, «καὶ τῶν πρεσβυτέρων τινὰ καλέσατέ μοι, ἵνα θᾶττον ἀπολυθῶ.»"
"Γαλλία μὲν οὖν ἡ χώρα ἦν, καθ᾿ ἣν τὸ τῶν δηλουμένων συνεκροτεῖτο στάδιον, ἧς μητροπόλεις ἐπίσημοι καὶ παρὰ τὰς ἄλλας τῶν αὐτόθι διαφέρουσαι βεβόηνται Λούγδουνος καὶ Βίεννα, δι᾿ ὧν ἀμφοτέρων τὴν ἅπασαν χώραν πολλῷ τῷ ῥεύματι περιρρέων ὁ Ῥοδανὸς ποταμὸς διέξεισιν.","ἐν Γαλατίᾳ δὲ, οὗ Λούγδουνον καὶ Βίεννα μητροπόλεις ἐστίν, αἷς ὁ Ῥοδανὸς ποταμὸς παρὰ πᾶσαν τὴν χώραν ῥεῖ, τὰ γενόμενα συνέβη."
"ταῦτα Μαξιμῖνον δεινῶς ἐλύπει, μόνον Καίσαρα παρὰ πάντας εἰς ἔτι τότε χρηματίζοντα· ὃς δὴ οὖν τὰ μάλιστα τυραννικὸς ὤν, παραρπάσας ἑαυτῷ τὴν ἀξίαν, Σεβαστὸς ἦν, αὐτὸς ὑφ᾿ ἑαυτοῦ γεγονώς.","ταῦτα δὲ πάντα ἔμελλεν Μαξιμῖνον δεινῶς ἐλύπειν καὶ ταρασσέσθαι, διότι οὐ μόνον τὰ τῆς ἀρχῆς ζητήματα ἐν κινδύνῳ ἦσαν, ἀλλὰ καὶ ἡ ὑστεραία αὐτοῦ τύχη ἐν πᾶσι τοῖς πρᾶγμασιν ἀνεπανορθώτως κινδυνεύουσα· ἐκεῖνος δὲ Καῖσαρ ἦν ὁ μόνος παρὰ πάντας οἳ τότε ἐχρῶντο τῇ ἐξουσίᾳ καὶ τῇ δυνάμει, ὃς ἔτι μέλλων ἐγχειρέειν τῇ τυραννίδι, ἐπὶ μεγάλῃ τιμῇ καὶ ἀξίᾳ ἀπεδείχθη· ὃς αὐτός, ὑφ᾿ ἑαυτοῦ καὶ διὰ τὴν δικήν του ἐξουσίαν, τὸν Σεβαστὸν ἐγένετο, ἐξουσιαστής τε μέγας καὶ ἀληθῶς βασιλεὺς ἐν τοῖς ὑπὸ τὴν ἐξουσίαν αὐτοῦ."
"ἔτι τοῦ Διονυσίου καὶ πρὸς Ῥωμαίους ἐπιστολὴ φέρεται, ἐπισκόπῳ τῷ τότε Σωτῆρι προσφωνοῦσα· ἐξ ἧς οὐδὲν οἷον τὸ καὶ παραθέσθαι λέξεις δι᾿ ὧν τὸ μέχρι τοῦ καθ᾿ ἡμᾶς διωγμοῦ φυλαχθὲν Ῥωμαίων ἔθος ἀποδεχόμενος ταῦτα γράφει· «ἐξ ἀρχῆς γὰρ ὑμῖν ἔθος ἐστὶν τοῦτο, πάντας μὲν ἀδελφοὺς ποικίλως εὐεργετεῖν ἐκκλησίαις τε πολλαῖς ταῖς κατὰ πᾶσαν πόλιν ἐφόδια πέμπειν, ὧδε μὲν τὴν τῶν δεομένων πενίαν ἀναψύχοντας, ἐν μετάλλοις δὲ ἀδελφοῖς ὑπάρχουσιν ἐπιχορηγοῦντας δι᾿ ὧν πέμπετε ἀρχῆθεν ἐφοδίων πατροπαράδοτον ἔθος Ῥωμαίων Ῥωμαῖοι φυλάττοντες, ὃ οὐ μόνον διατετήρηκεν ὁ μακάριος ὑμῶν ἐπίσκοπος Σωτήρ, ἀλλὰ καὶ ηὔξηκεν, ἐπιχορηγῶν μὲν τὴν διαπεμπομένην δαψίλειαν τὴν εἰς τοὺς ἁγίους, λόγοις δὲ μακαρίοις τοὺς ἀνιόντας ἀδελφούς, ὡς τέκνα πατὴρ φιλόστοργος, παρακαλῶν.","Διονυσίου πρὸς Ῥωμαίους ἐπιστολή, τὸ Ῥωμαίων πατροπαράδοτον ἔθος περὶ ἀδελφικῆς ἐπιχορηγίας ἐπαινῶσα."
"τούτου δ᾿ ἐπὶ τῷ διαπρεπεῖ θανάτῳ τὸ πᾶν πλῆθος ἀποθαυμάσαν τῆς ἀνδρείας τὸν θεοφιλῆ μάρτυρα καὶ τὴν καθόλου τοῦ γένους τῶν Χριστιανῶν ἀρετήν, ἀθρόως ἐπιβοᾶν ἄρξασθαι· αἶρε τοὺς ἀθέους· ζητείσθω Πολύκαρπος.","θαυμάσαντες δὲ πάντες τὸν θάνατον αὐτοῦ, ἐβόησαν· «αἶρε τοὺς ἀθέους· ζητείσθω Πολύκαρπος.»"
ἥπλωντο δ᾿ οὖν κατὰ πάντα τόπον τοῦ νικητοῦ βασιλέως φιλανθρωπίας ἔμπλεοι διατάξεις νόμοι τε μεγαλοδωρεᾶς καὶ ἀληθοῦς εὐσεβείας γνωρίσματα περιέχοντες.,"πανταχοῦ δὲ τοῦ βασιλέως φιλανθρώπους διατάξεις ἐξέφερεν, μεγαλοδωρίας καὶ εὐσεβείας γέμουσας."
"Εὐκλείδης γοῦν παρά τισιν αὐτῶν φιλοπόνως γεωμετρεῖται, Ἀριστοτέλης δὲ καὶ Θεόφραστος θαυμάζονται· Γαληνὸς γὰρ ἴσως ὑπό τινων καὶ προσκυνεῖται.","Εὐκλείδης μὲν οὖν παρ᾿ αὐτοῖς τιμᾶται, Ἀριστοτέλης δὲ καὶ Θεόφραστος θαυμάζονται, Γαληνὸς δὲ ὑπό τινων καὶ σέβεται."
"Τοιαῦτ᾿ ἦν τὰ διὰ παντὸς τοῦ διωγμοῦ παρατετακότα, δεκάτῳ μὲν ἔτει σὺν θεοῦ χάριτι παντελῶς πεπαυμένου, λωφᾶν γε μὴν μετ᾿ ὄγδοον ἔτος ἐναρξαμένου.","Ὅδε μὲν ὁ διωγμὸς δι᾿ ὅλης δεκαετίας ἐκτεταμένος, θείᾳ προνοίᾳ λῆξιν εὑρών, καίτοι μεθ᾿ ὀκτὼ ἔτη πρῶτον ἀνακωχὴν δεξάμενος."
"ἑκατόνταρχον εἰς δεσμὰ ἐμβαλόντα τὸν Πτολεμαῖον, φίλον αὐτῷ ὑπάρχοντα, ἔπεισε λαβέσθαι τοῦ Πτολεμαίου καὶ ἀνερωτῆσαι εἰ, αὐτὸ τοῦτο μόνον, Χριστιανός ἐστιν.",Ὁ ἑκατόνταρχος αὐτὸν ἠρώτησεν εἰ Χριστιανὸς εἴη· ἐκ δὲ τῆς ἀποκρίσεως ἐκείνης ἡ τε ζωὴ αὐτοῦ καὶ ὁ θάνατος ἐκρίνετο.
γράφει δὲ καὶ Φαβιανῷ τῷ κατὰ Ῥώμην ἐπισκόπῳ ἑτέροις τε πλείστοις ἄρχουσιν ἐκκλησιῶν περὶ τῆς κατ᾿ αὐτὸν ὀρθοδοξίας.,"Ἐπιστολὰς ἔπεμψεν οὐ μόνον Φαβιανῷ τῷ Ῥώμης προεστῶτι, ἀλλὰ καὶ ἄλλοις πολλοῖς ἐκκλησιῶν ἡγεμόσι περὶ τῆς αὐτοῦ εὐσεβοῦς διδασκαλίας."
"καὶ ἐν τῷ πέμπτῳ δὲ τῶν εἰς τὸ κατὰ Ἰωάννην Ἐξηγητικῶν ὁ αὐτὸς ταῦτα περὶ τῶν ἐπιστολῶν τῶν ἀποστόλων φησίν· «ὁ δὲ ἱκανωθεὶς διάκονος γενέσθαι τῆς καινῆς διαθήκης, οὐ γράμματος, ἀλλὰ πνεύματος, Παῦλος, ὁ πεπληρωκὼς τὸ εὐαγγέλιον ἀπὸ Ἱερουσαλὴμ καὶ κύκλῳ μέχρι τοῦ Ἰλλυρικοῦ, οὐδὲ πάσαις ἔγραψεν αἷς ἐδίδαξεν ἐκκλησίαις, ἀλλὰ καὶ αἷς ἔγραψεν, ὀλίγους στίχους ἐπέστειλεν.","Ὁ Παῦλος, διακόνως πνευματικῶς ἐκτελεσθεὶς, οὐ πᾶσιν ταῖς ἐκκλησίαις ἔγραψε, ἀλλὰ ὀλίγους στίχους ἀπέστειλε."
"ὁ δὲ προῄδει γὰρ αὐτῶν τὴν ταραχὴν καὶ τῷ πλήθει τοὺς στρατιώτας ἐνόπλους, ἐσθήσεσιν ἰδιωτικαῖς κεκαλυμμένους, ἐγκαταμίξας καὶ ξίφει μὲν χρήσασθαι κωλύσας, ξύλοις δὲ παίειν τοὺς κεκραγότας ἐγκελευσάμενος, σύνθημα δίδωσιν ἀπὸ τοῦ βήματος.","Προγνοὺς τὴν θρόμβωσιν, στρατιώτας ὁπλίτας ἐν ἐσθῆσι λαϊκαῖς κρύψας, ἐνεκάλεσεν μὲν μὴ σιδήρῳ χρῆσθαι, ῥόπαλα δὲ τοῖς θορυβοῦσιν ἐπέτρεψεν, σημεῖον ἀπὸ τοῦ βήματος προτείνας."
"ἐλθὼν οὖν καὶ ἐπί τινα τῶν οὐ μακρὰν πόλεων, ἧς καὶ τοὔνομα λέγουσιν ἔνιοι, καὶ τἄλλα ἀναπαύσας τοὺς ἀδελφοὺς, ἐπὶ πᾶσι τῷ καθεστῶτι προσβλέψας ἐπισκόπῳ, νεανίσκον ἱκανὸν τῷ σώματι καὶ τὴν ὄψιν ἀστεῖον καὶ θερμὸν τὴν ψυχὴν ἰδών, «τοῦτον, ἔφη, σοὶ παρακατατίθεμαι μετὰ πάσης σπουδῆς ἐπὶ τῆς ἐκκλησίας καὶ τοῦ Χριστοῦ μάρτυρος».","Ὅτε ὁ ἐπίσκοπος εἶδεν ὅτι ὁ νεανίας ἦν ἰσχυρὸς τῷ σώματι καὶ καλὸς τῇ ὄψει, ἐπίστευσεν αὐτῷ τὴν ἐκκλησίαν."
"ἀπὸ τοῦ Δαυὶδ διὰ Σολομῶνος τὰς γενεὰς καταριθμουμένοις τρίτος ἀπὸ τέλους εὑρίσκεται Ματθαν, ὃς ἐγέννησε τὸν Ἰακώβ, τοῦ Ἰωσὴφ τὸν πατέρα· ἀπὸ δὲ Ναθαν τοῦ Δαυὶδ κατὰ Λουκᾶν ὁμοίως τρίτος ἀπὸ τέλους Μελχι· Ἰωσὴφ γὰρ υἱὸς Ἡλι τοῦ Μελχι.",Αὗται εἰσὶν αἱ γενεαὶ Δαυὶδ καὶ Ναθὰν καθὼς ὁ εὐαγγελιστὴς ἀπέδωκε.
"ἐξεγείρου, ἐξεγείρου, ἔνδυσαι τὴν ἰσχύν, ἔνδυσαι τὴν δόξαν σου· ἐκτίναξαι τὸν χοῦν καὶ ἀνάστηθι.","διύπνισον, διύπνισον, περιβαλοῦ τὴν δύναμιν, ἀναλαβὲ τὴν λαμπρότητα σου· ἀποσόβησον τὴν κόνιν καὶ ἀνάστα."
"τοῦτον δὴ λόγος ἔχει πρῶτον αἴτιον τῆς τοῦ διωγμοῦ καταστῆναι συμφορᾶς, ἔτι πάλαι πρὸ τῆς τῶν λοιπῶν βασιλέων κινήσεως τοὺς ἐν στρατείαις Χριστιανοὺς καὶ πρώτους γε ἁπάντων τοὺς ἐπὶ τοῦ ἰδίου οἴκου παρατρέπειν ἐκβεβιασμένον καὶ τοὺς μὲν ἐκ τῆς στρατιωτικῆς ἀξίας ἀποκινοῦντα, τοὺς δὲ ἀτιμότατα καθυβρίζοντα, ἤδη δὲ καὶ θάνατον ἑτέροις ἐπαρτῶντα καὶ τοὔσχατόν γε τοὺς τῆς βασιλείας κοινωνοὺς ἐπὶ τὸν κατὰ πάντων ἀνακεκινηκότα διωγμόν· ὧν καὶ αὐτῶν οὐκ ἄξιον τὸ τοῦ βίου τέλος παραδοῦναι σιωπῇ.","Λόγος ὁ αὐτὸς πρῶτος αἰτία τοῦ διωγμοῦ, οἳ Χριστιανοὺς ἐξ ὀἴκου ἐκβεβιασμένους ἐξαποστέλλουσιν, τιμὴν καὶ βίον ἀφαιροῦντες, καὶ τὸν ἔσχατον ἐκκλησίας κοινωνὸν θανάτῳ τιμωροῦντες."
ΙΔ Τὰ περὶ Πολυκάρπου τοῦ τῶν ἀποστόλων γνωρίμου μνημονευόμενα.,"Πολλὰ γὰρ γεγονότα εἰσὶ περὶ τοῦ ἐπισκόπου τῆς Σμύρνης, τοῦ Πολυκάρπου ὀνόματι, τοῦ μάρτυρος καὶ ὁπτικῶς τῶν μαθητῶν τοῦ Χριστοῦ ὢν· περὶ τούτου σοι διηγήσομαι, καὶ σὺ μνησθήσῃ αὐτοῦ."
"Πλεῖστα μὲν οὖν παρὰ πολλοῖς εἰς ἔτι νῦν τῶν τότε σῴζεται παλαιῶν καὶ ἐκκλησιαστικῶν ἀνδρῶν ἐναρέτου σπουδῆς ὑπομνήματα· ὧν γε μὴν αὐτοὶ διέγνωμεν, εἴη ἂν τὰ Ἡρακλείτου εἰς τὸν ἀπόστολον, καὶ τὰ Μαξίμου περὶ τοῦ πολυθρυλήτου παρὰ τοῖς αἱρεσιώταις ζητήματος τοῦ πόθεν ἡ κακία, καὶ περὶ τοῦ γενητὴν ὑπάρχειν τὴν ὕλην, τά τε Κανδίδου εἰς τὴν ἑξαήμερον, καὶ Ἀπίωνος εἰς τὴν αὐτὴν ὑπόθεσιν, ὁμοίως Σέξτου περὶ ἀναστάσεως, καὶ ἄλλη τις ὑπόθεσις Ἀραβιανοῦ, καὶ μυρίων ἄλλων, ὧν διὰ τὸ μηδεμίαν ἔχειν ἀφορμὴν οὐχ οἷόν τε οὔτε τοὺς χρόνους παραδοῦναι γραφῇ οὔθ᾿ ἱστορίας μνήμην ὑποσημήνασθαι.","Πολλὰ μὲν οὖν τῶν ἀρχαίων θεολόγων συγγράμματα διασώζεται, ὧν ἡμεῖς ἐπεσκέψαμεν τὰ Ἡρακλείτου ἐξηγήσεις ἀποστολικάς, Μαξίμου περὶ αἱρετικῶν ζητημάτων, Κανδίδου κοσμογονίαν, Σέξτου ἀναστατικὰ δόγματα, Ἀραβιανοῦ θεωρίας· ἄλλα δὲ μυρία δι᾿ ἀδηλότητα χρόνων ἀνεκδιήγητα μένει."
"ὁ δὲ Φίλων ἔξεισι περιυβρισμένος, καί φησιν πρὸς τοὺς Ἰουδαίους οἳ περὶ αὐτὸν ἦσαν, ὡς χρὴ θαρρεῖν, Γαΐου μὲν αὐτοῖς ὠργισμένου, ἔργῳ δὲ ἤδη τὸν θεὸν ἀντιπαρεξάγοντος.","Φίλων, ὁ σοφὸς καὶ εὐσεβὴς ἀνὴρ, ἐξῆλθε περιυβρισμένος καὶ ταπεινωμένος ὑπὸ τοῦ λαοῦ, καὶ πρὸς τοὺς Ἰουδαίους, οἳ περὶ αὐτὸν συνῄρχοντο ἐν λύπῃ καὶ ἀγωνίᾳ, ἐλάλησεν λέγων ὅτι χρὴ τοῖς πιστοῖς θαρρεῖν καὶ μὴ ἐκλυόμενοι ἀπὸ τῆς πίστεως· ὅτι Γαῖος, ὁ κραταιὸς καὶ ὀργιζόμενος, οὐ μόνον ἠπέκτεινεν ἐχθρῶς τοὺς ἀθῷους, ἀλλὰ καὶ ἔργῳ ἀντιπαρέβαλε τὸν θεὸν, προκαλῶν τὴν θείαν κρίσιν διὰ τῶν ἀσεβῶν πράξεων αὐτοῦ. Οὗτος δὲ ὁ ἄνθρωπος, ὅστις ἐχθρὸς τοῦ δικαίου ἦν, ἐντὸς τῆς πόλεως ἐνισχύετο, ἀλλὰ οὐκ ἐν τῇ ψυχῇ τῶν πιστῶν, ὅτι αὐτοὶ ἐν τῷ φωτὶ τοῦ θεοῦ στεκοῦσιν ἀτρόμως."
